Countries;31/12/2019;01/01/2020;02/01/2020;03/01/2020;04/01/2020;05/01/2020;06/01/2020;07/01/2020;08/01/2020;09/01/2020;10/01/2020;11/01/2020;12/01/2020;13/01/2020;14/01/2020;15/01/2020;16/01/2020;17/01/2020;18/01/2020;19/01/2020;20/01/2020;21/01/2020;22/01/2020;23/01/2020;24/01/2020;25/01/2020;26/01/2020;27/01/2020;28/01/2020;29/01/2020;30/01/2020;31/01/2020;01/02/2020;02/02/2020;03/02/2020;04/02/2020;05/02/2020;06/02/2020;07/02/2020;08/02/2020;09/02/2020;10/02/2020;11/02/2020;12/02/2020;13/02/2020;14/02/2020;15/02/2020;16/02/2020;17/02/2020;18/02/2020;19/02/2020;20/02/2020;21/02/2020;22/02/2020;23/02/2020;24/02/2020;25/02/2020;26/02/2020;27/02/2020;28/02/2020;29/02/2020;01/03/2020;02/03/2020;03/03/2020;04/03/2020;05/03/2020;06/03/2020;07/03/2020;08/03/2020;09/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;14/03/2020;15/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;21/03/2020;22/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;28/03/2020;29/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;04/04/2020;05/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;10/04/2020;11/04/2020;12/04/2020;13/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;18/04/2020;19/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;25/04/2020;26/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;01/05/2020;02/05/2020;03/05/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;08/05/2020;09/05/2020;10/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;16/05/2020;17/05/2020;18/05/2020;19/05/2020;20/05/2020;21/05/2020;22/05/2020;23/05/2020;24/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;30/05/2020;31/05/2020;01/06/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;06/06/2020;07/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;13/06/2020;14/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;20/06/2020;21/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;27/06/2020;28/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;04/07/2020;05/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;11/07/2020;12/07/2020;13/07/2020;14/07/2020;15/07/2020;16/07/2020;17/07/2020;18/07/2020;19/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;25/07/2020;26/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;01/08/2020;02/08/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;08/08/2020;09/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;15/08/2020;16/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;22/08/2020;23/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;29/08/2020;30/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;05/09/2020;06/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;12/09/2020;13/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;19/09/2020;20/09/2020;21/09/2020;22/09/2020;23/09/2020;24/09/2020;25/09/2020;26/09/2020;27/09/2020;28/09/2020;29/09/2020;30/09/2020;01/10/2020;02/10/2020;03/10/2020;04/10/2020;05/10/2020;06/10/2020;07/10/2020;08/10/2020;09/10/2020;10/10/2020;11/10/2020;12/10/2020;13/10/2020;14/10/2020;15/10/2020;16/10/2020;17/10/2020;18/10/2020;19/10/2020;20/10/2020;21/10/2020;22/10/2020;23/10/2020;24/10/2020;25/10/2020;26/10/2020;27/10/2020;28/10/2020;29/10/2020;30/10/2020;31/10/2020;01/11/2020;02/11/2020;03/11/2020;04/11/2020;05/11/2020;06/11/2020;07/11/2020;08/11/2020;09/11/2020;10/11/2020;11/11/2020;12/11/2020;13/11/2020
Slovenia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;3;3;4;0;15;26;39;45;40;38;34;22;11;33;22;42;31;28;38;48;49;55;59;39;33;51;27;56;37;43;20;24;34;36;33;36;28;17;7;8;28;20;36;13;13;5;5;13;13;7;15;19;0;1;10;11;5;5;0;6;3;1;1;4;3;3;1;2;1;1;0;1;0;1;1;0;0;0;0;1;0;0;2;2;0;0;0;2;0;2;2;5;1;0;0;1;2;0;2;2;3;1;3;4;8;2;6;1;1;13;7;6;11;14;9;4;15;13;20;16;30;21;16;23;24;13;17;34;14;8;10;19;19;19;24;6;7;24;38;18;19;14;16;5;14;14;24;26;6;9;1;9;18;15;10;14;2;6;17;31;29;37;32;15;22;18;37;43;38;43;34;14;21;36;33;42;37;31;27;41;55;53;47;43;43;16;42;80;76;110;105;99;53;82;123;98;137;114;111;50;88;136;122;191;184;159;44;93;203;175;238;227;168;76;194;356;387;363;380;411;167;399;707;746;834;898;728;537;794;1508;1668;1662;1964;1673;1130;1523;2612;2490;1805;1797;1342;557;1177;2025;1686;1564;1613;890;464;1092;2222;0
Solomon_Islands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0
Somalia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;2;0;0;1;0;4;9;0;4;0;35;20;0;36;19;29;73;49;0;42;0;62;46;44;48;54;19;0;70;51;34;79;38;55;0;69;57;35;81;49;65;0;73;64;34;47;71;21;0;0;0;95;22;20;97;0;88;60;47;66;57;58;0;85;45;34;48;36;61;0;66;24;39;16;38;23;0;36;24;33;23;25;18;0;0;16;10;20;0;20;0;17;36;9;9;13;10;0;13;8;0;17;7;0;23;5;8;11;5;26;10;0;7;0;0;18;16;0;0;0;0;8;0;1;6;0;0;0;0;0;0;0;23;6;0;1;0;8;0;0;4;0;0;6;0;0;0;35;0;0;0;0;0;22;0;30;0;0;9;0;5;0;13;0;0;1;0;0;52;0;23;0;0;0;0;123;0;0;0;0;5;0;152;0;0;0;0;0;102;0;17;0;0;0;0;0;0;0;26;0;0;7;0;0;44;0;0;0;0;0;0;0;0;288;0;0;0;0;0;72;0;0;0
South_Africa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;4;0;6;4;7;0;27;11;23;31;34;55;35;34;128;155;152;218;243;17;93;46;27;27;82;43;80;70;31;63;96;89;69;25;145;99;143;91;99;178;251;124;142;165;170;318;267;141;185;247;203;354;297;304;385;447;437;352;236;424;663;525;595;637;698;724;665;785;831;1160;918;767;803;1134;988;1218;1240;1032;649;1673;1466;1837;1727;1716;1674;1455;1713;3267;2642;2539;2312;2594;2112;2430;3147;3359;3809;4302;3495;2801;4078;3478;3825;4966;4621;4288;4518;5688;6579;6215;7210;6334;6130;6945;8124;8728;9063;10853;8773;8971;10134;8810;13674;12348;13497;12058;11554;10496;12757;13172;13373;13285;13449;9300;8170;13150;13104;13944;12204;11233;7096;7232;11362;11046;11014;10107;8195;5377;4456;8559;8307;7292;7712;6670;3740;2511;2810;3946;6275;4513;3692;2541;2258;3916;3880;3398;3707;2728;1677;1567;2684;2585;1837;2428;2505;1985;1218;2336;2420;2063;1806;1633;845;1079;1990;2007;1960;1816;1579;956;772;1923;2128;2055;2029;1555;725;1346;1906;1861;1480;969;1268;903;903;1767;1745;1749;1883;1573;926;1027;1913;1736;1641;2364;1575;0;2066;1877;1770;2019;1928;1662;1461;1050;2055;2156;1897;1834;1622;891;1092;1863;2056;1912;1770;1371;772;1241;1712;1866;1761;1731;1372;1247;1729;2140;0
South_Korea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;3;5;3;0;1;2;5;1;0;1;2;1;0;0;0;0;1;1;1;15;34;75;190;256;161;130;254;449;427;909;595;686;600;516;438;518;483;367;248;131;242;114;110;107;76;74;84;93;152;87;147;98;64;76;100;104;91;146;105;78;125;0;190;86;94;81;47;47;53;39;27;0;62;25;27;27;22;22;18;8;13;9;11;8;6;10;10;10;14;9;4;9;6;13;8;3;2;4;12;18;34;35;27;26;29;27;19;13;15;13;32;12;20;23;25;16;19;40;79;58;39;27;35;38;49;39;39;51;57;38;38;50;45;56;48;33;37;34;43;59;49;67;48;17;46;51;28;39;51;62;42;43;50;54;63;63;61;0;90;63;49;45;35;44;62;33;39;61;60;39;34;26;45;63;59;41;113;58;25;28;48;18;36;31;0;53;34;33;43;20;43;36;28;34;54;56;103;166;279;197;246;297;288;324;332;397;266;280;320;441;371;323;299;248;235;267;195;198;0;335;119;136;156;155;176;136;121;109;106;113;153;126;110;82;70;61;110;125;114;61;95;50;38;113;0;140;75;64;73;75;114;69;54;72;58;97;102;84;99;47;73;91;76;58;91;119;155;77;61;119;88;103;125;114;126;124;97;75;118;125;145;89;143;126;100;146;143;0
South_Sudan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;28;0;1;10;0;1;0;6;22;16;30;23;13;0;38;9;28;5;0;46;0;3;0;54;0;224;0;92;151;0;0;188;0;0;0;0;0;323;0;0;0;287;0;0;0;66;23;0;62;21;31;6;0;51;18;10;24;14;12;10;6;31;17;0;0;30;0;0;0;57;5;8;7;16;0;10;9;0;5;18;20;0;9;11;0;0;28;19;0;4;43;17;0;0;0;30;77;0;8;13;8;5;0;7;0;2;5;1;4;6;1;1;0;4;0;3;0;2;5;3;3;4;4;1;0;8;0;5;1;3;8;0;1;0;7;3;13;10;0;9;5;2;5;10;33;0;7;11;0;4;12;0;10;6;8;4;0;11;0;11;0;8;0;14;13;0;16;10;11;0;9;10;0;25;5;0;23;2;4;2;5;0;7;0;13;0;2;21;0;14;3;2;10;0;0;5;0;0;0
Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;18;19;28;54;56;75;81;183;233;330;433;772;975;1153;1531;1683;2144;1706;2503;3694;4047;4569;5446;4866;4646;7691;8553;8954;9181;8244;6424;5813;8145;7413;7583;7272;6663;5533;3667;5209;5583;5745;4537;4550;3899;3030;3116;4424;3820;3818;3836;-713;2218;2951;2312;2916;2114;2506;1641;1660;1525;847;1241;1387;1234;935;466;1039;880;921;1173;743;3416;393;482;439;849;643;515;652;256;431;518;482;1787;466;482;-372;859;510;1137;658;664;201;209;294;394;334;318;332;240;167;249;314;427;502;396;323;181;219;355;585;307;363;334;232;248;334;400;419;564;301;200;301;388;444;442;0;0;1244;341;383;543;852;0;0;2045;666;875;1361;1400;0;0;4581;1358;1357;2615;2255;0;0;6361;1828;2031;2789;3092;0;0;8532;5760;2953;4088;4507;0;0;8618;3632;3172;7550;5479;0;0;16269;5114;6671;7039;8148;0;0;19382;7117;7296;9658;9779;0;0;23572;8115;8581;8959;10476;0;0;26560;8964;8866;10764;12183;0;0;27404;9437;11193;11291;14389;0;0;31428;10799;11289;10653;12272;0;0;31785;9906;11016;9419;11325;0;0;23480;11998;10491;12423;12788;0;0;27856;7118;11970;13318;15186;0;0;37889;13873;16973;20986;19851;0;0;52188;18418;19765;23580;25595;0;0;55019;18669;25042;21908;22516;0;0;52386;17395;19096;0;0
Sri_Lanka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;8;10;13;0;11;13;12;9;10;5;0;4;0;9;5;0;2;21;5;3;8;7;12;7;4;1;7;2;11;8;15;4;1;6;10;41;9;6;20;38;52;42;61;65;31;30;16;25;15;13;37;16;26;27;11;12;16;6;20;26;10;10;25;21;11;35;1;27;13;21;52;41;137;150;61;28;62;13;10;40;66;48;4;13;21;22;2;10;8;3;4;5;16;10;9;23;3;0;0;1;40;10;9;4;19;4;5;5;7;12;3;5;2;2;3;13;256;104;57;106;29;19;9;13;10;7;20;6;0;22;1;11;6;12;23;5;1;3;1;0;8;5;6;5;0;0;2;3;27;9;1;1;4;4;3;7;2;0;16;23;6;6;6;12;13;2;3;6;17;37;43;9;10;4;6;2;0;17;7;8;14;27;38;28;9;0;5;5;2;4;12;14;11;9;12;4;11;3;11;6;2;6;8;6;331;519;207;29;35;105;124;92;194;132;74;110;121;63;87;186;167;309;866;368;351;541;457;335;586;633;239;397;275;409;443;383;400;449;510;356;430;635;0
Sudan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;1;1;0;0;0;3;2;0;2;0;0;1;4;0;10;3;0;0;0;34;0;26;15;33;22;12;39;24;38;43;57;67;0;150;86;0;100;74;78;181;53;199;163;135;157;146;0;0;325;302;0;137;410;240;250;6;192;150;170;200;175;279;226;147;137;0;189;215;151;218;159;0;185;303;149;0;341;0;520;280;0;296;264;0;118;191;0;95;273;1;0;0;0;315;0;90;0;104;0;230;87;74;46;46;0;66;0;211;0;0;155;80;230;135;0;110;0;65;83;39;72;0;0;148;0;94;0;42;0;0;70;44;0;62;77;82;0;47;152;96;0;75;61;40;37;0;213;0;138;0;71;0;144;0;0;0;0;0;0;0;218;30;0;0;0;0;33;0;65;0;0;0;0;0;20;0;23;0;14;0;14;0;0;0;34;13;0;0;0;0;0;15;0;2;0;0;15;6;0;0;0;0;0;6;27;0;0;0;18;0;5;18;0;0;0;0;54;0;47;77;0;0;0;147;65;0;191;0
Suriname;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;9;21;10;20;8;9;9;22;8;7;0;31;19;9;12;21;7;25;16;16;9;12;5;0;38;16;18;0;99;11;16;18;12;14;4;29;20;0;51;29;32;15;0;39;21;48;69;25;58;28;50;52;45;58;71;76;58;44;27;97;43;56;54;89;44;88;69;46;107;103;85;98;70;94;108;77;123;55;61;139;79;71;94;109;38;25;66;26;69;55;106;55;25;55;60;66;37;68;26;14;59;28;30;52;50;3;29;14;20;26;20;18;14;17;19;20;10;28;14;4;1;27;14;14;8;25;17;13;11;14;25;14;17;16;7;14;11;11;19;10;7;3;11;6;4;1;11;4;10;7;0;10;4;2;7;2;6;2;5;2;7;5;2;4;9;0
Sweden;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;3;0;5;13;30;25;59;33;46;101;98;196;151;152;71;69;83;119;145;143;180;136;118;182;230;314;286;365;300;280;416;475;486;554;601;357;340;389;738;654;645;454;395;464;437;479;604;623;688;532;388;461;707;722;758;780;473;300;563;742;799;636;532;299;261;477;657;745;784;700;509;279;455;754;698;657;688;358;259;430;666;808;610;532;403;210;491;746;800;774;773;432;265;648;900;1046;1039;1146;780;462;677;937;1437;1293;1329;1032;418;685;1209;1457;1494;1209;698;321;800;1309;1698;1279;1204;755;415;727;804;684;687;694;364;315;251;278;533;334;369;308;106;170;312;287;268;284;191;110;131;226;297;220;262;138;42;71;283;301;302;258;303;38;165;333;425;378;380;260;73;196;417;443;363;344;226;63;174;314;351;333;298;160;57;174;222;244;202;179;131;48;162;171;213;286;262;171;67;185;236;314;254;291;206;106;220;292;330;389;437;279;133;266;438;553;540;629;325;167;378;613;688;633;712;461;156;374;786;831;834;783;509;161;637;916;968;902;1179;697;321;770;1290;1570;1666;1868;1477;514;1068;2415;3390;3263;4056;2987;1298;1570;3610;4486;4744;4456;4460;2114;3740;4562;4296;0
Switzerland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;4;6;6;6;7;20;30;122;55;68;42;116;152;212;267;238;841;0;450;353;860;943;1271;894;1044;774;925;1000;1390;1048;1122;1138;696;962;1124;1033;974;821;552;590;546;785;733;592;400;279;254;583;315;346;325;336;168;155;205;228;181;216;167;103;100;143;179;119;112;88;76;28;51;66;81;44;54;39;36;33;50;51;58;15;10;21;40;36;13;18;11;10;15;0;35;32;17;17;9;3;19;20;23;20;9;7;16;23;33;19;31;23;14;15;37;17;92;0;0;18;22;44;52;58;69;62;35;62;220;33;133;97;70;46;54;129;88;104;108;85;63;70;132;142;91;110;98;43;108;141;117;154;148;110;65;132;192;219;137;342;49;66;130;181;181;161;182;152;105;187;273;233;268;251;200;125;196;310;264;306;294;276;157;202;379;360;340;375;291;163;216;370;472;297;425;444;191;245;468;405;528;465;473;257;315;514;530;487;0;0;1093;284;436;508;255;117;0;664;223;411;550;551;0;0;1540;699;0;2243;1485;0;0;4057;1439;2724;2690;3087;0;195;8737;3008;5596;4968;6592;0;0;17357;6362;8155;9361;9170;0;0;21842;6090;10043;10098;9359;0;0;17245;5935;8238;0
Syria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;4;1;0;0;6;0;0;3;0;0;0;0;0;6;0;0;4;4;0;5;0;1;0;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;1;0;2;1;7;0;0;0;0;1;11;16;20;15;0;0;1;0;0;1;0;0;1;0;0;17;3;2;6;12;0;6;7;0;0;1;9;0;11;6;15;12;0;11;13;1;0;13;10;14;19;16;10;20;14;0;0;0;22;0;0;23;22;19;19;19;0;0;26;18;21;23;0;43;23;24;20;23;21;0;19;52;38;45;52;0;116;65;63;0;139;5;100;83;78;84;87;0;163;81;65;70;0;150;0;147;64;59;65;75;62;65;68;75;68;63;67;58;60;62;65;60;30;34;36;38;40;37;40;34;35;33;44;47;42;35;37;34;30;46;52;47;42;40;37;45;46;47;62;50;57;0;101;52;57;48;56;46;44;57;46;44;43;52;40;49;53;67;52;53;50;45;61;54;45;76;76;62;45;68;69;68;69;0
Taiwan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;2;1;0;1;1;0;0;0;1;0;5;1;1;0;0;0;0;0;0;0;2;2;0;2;0;2;0;2;2;1;1;2;5;1;0;1;1;0;2;1;0;0;0;3;0;1;4;6;0;8;10;31;0;27;18;12;30;21;19;17;15;16;23;0;16;17;0;16;8;0;10;3;3;1;0;5;3;5;2;0;0;0;3;22;2;3;1;1;1;1;0;0;0;0;0;0;3;4;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;1;0;0;0;0;3;0;0;4;5;0;0;0;7;0;1;1;0;1;0;2;1;0;0;1;0;0;1;2;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;3;0;1;1;1;0;2;0;0;1;1;3;0;3;1;2;0;0;0;0;1;0;0;3;1;0;3;0;0;0;1;3;3;3;0;0;0;3;0;0;5;0;0;5;0;3;1;4;2;0;0;0;0;3;1;1;3;5;4;1;1;4;0;4;1;2;4;5;0
Tajikistan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;17;44;154;63;86;82;61;90;0;49;68;72;106;211;204;202;205;0;207;204;210;201;187;362;0;0;463;0;244;0;123;83;87;189;81;83;76;80;81;73;71;68;69;64;62;63;61;58;59;61;58;56;54;63;61;56;52;50;51;54;51;53;50;51;54;49;53;49;46;47;49;46;43;48;52;46;45;48;44;43;46;48;45;44;46;42;43;41;44;46;43;42;44;43;45;42;40;41;0;39;82;44;41;38;39;40;36;34;32;35;37;38;36;34;35;33;34;36;32;0;69;33;36;35;36;34;33;35;32;36;39;40;38;37;35;39;41;42;43;45;44;43;42;44;43;45;42;43;41;39;41;43;42;41;43;40;39;40;41;42;40;43;42;38;37;39;38;40;41;38;40;41;39;40;42;41;40;43;41;40;39;38;40;37;42;43;41;39;37;0;80;40;41;39;0
Thailand;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;1;0;3;6;0;0;0;5;0;0;0;6;0;0;7;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;2;3;0;0;2;0;1;0;0;4;0;3;0;0;0;9;11;0;12;0;32;63;0;0;35;154;233;122;106;107;111;91;0;109;143;263;0;120;104;103;191;51;38;111;54;50;45;33;28;34;30;29;28;0;33;32;27;19;28;0;15;68;0;16;0;16;6;0;6;3;18;1;1;3;8;4;11;0;2;0;1;7;3;0;3;3;0;3;3;0;2;0;3;9;11;11;5;0;1;1;18;1;2;8;7;0;6;0;0;4;5;1;0;0;6;0;5;1;1;3;5;2;0;4;0;0;9;2;6;1;5;5;5;0;2;5;0;14;1;3;7;5;4;3;7;3;1;5;6;8;10;3;9;4;2;1;6;6;2;5;3;1;7;2;15;3;3;0;0;5;0;20;0;1;1;0;4;7;1;0;5;2;5;1;1;6;1;0;1;5;8;2;4;0;13;1;1;1;7;7;5;7;2;5;10;0;7;3;6;0;5;3;2;3;3;1;22;14;5;5;6;8;0;7;10;15;7;6;6;0;7;2;9;13;4;10;7;5;9;9;10;8;4;5;7;3;13;4;12;5;4;3;10;7;6;8;12;7;3;4;3;5;0
Timor_Leste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;12;0;0;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
